PMID,ISSN,JournalTitle,ISOAbbreviation,ArticleTitle,Authors,Year,Month,Day
9604,0028-8446,The New Zealand medical journal,N Z Med J,Measurement of pituitary hormones: clinical applications. 5. Prolactin.,"Donald, R A, RA; Espiner, E A, EA; Hodgkinson, S C, SC; Evans, K, K",1976,Jun,23
9605,0029-7844,Obstetrics and gynecology,Obstet Gynecol,Correlation of fetal heart rate patterns and fetal pH with neonatal outcome.,"Tejani, N, N; Mann, L I, LI; Bhakthavathsalan, A, A",1976,Oct,NA
9606,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[Further development of social service of the physician to a common medical social service - a requirement of the times? (AUTHOR'S TRANSL)].,"Kohlhausen, K, K",1976,Jul,NA
9607,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[Legal considerations: further development of the social service of the physician to a common social service - a requirement of the times? (AUTHOR'S TRANSL)].,"Friederichs, H, H",1976,Jul,NA
9608,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[Further development of social service of the physician to a common medical social service - a requirement of the times? (AUTHOR'S TRANSL)].,"Ferber, V, V",1976,Jul,NA
9609,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[The necessity of a combined system of social services of the physician from the point of view of a common medical service (author's transl)].,"Detzel, H, H",1976,Jul,NA
9610,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[Results of a survey of the present conditions of the medical services in various social service agencies (author's transl)].,"Silomon, H, H",1976,Jul,NA
9611,0029-8573,Das Offentliche Gesundheitswesen,Offentl Gesundheitswes,[Further developments of a social service of the physician toward a common medical social service. Thoughts on the subject from an administrative point of view (author's transl)].,"Hartmann, H, H",1976,Jul,NA
9612,0300-4759,Oral sciences reviews,Oral Sci Rev,Role of plaque in the etiology of periodontal disease and caries.,"Theilade, E, E; Theilade, J, J",1976,NA,NA
9613,0300-4759,Oral sciences reviews,Oral Sci Rev,Nature of plaque.,"Bowen, W H, WH",1976,NA,NA
9614,0031-3025,Pathology,Pathology,The detection of toxin production by Corynebacterium diphtheriae in diagnostic laboratories.,"Young, P S, PS; Smith, D D, DD",1976,Apr,NA
9616,0090-4481,Pediatric annals,Pediatr Ann,Surgical aspects of child abuse [trauma-X].,"Grosfeld, J L, JL; Ballantine, T V, TV",1976,Oct,NA
9617,0090-4481,Pediatric annals,Pediatr Ann,Adverse drug reactions in children.,"Hill, R M, RM",1976,Sep,NA
9615,0031-3114,Patologia polska,Patol Pol,[Endogenous substances with high biological activity--their pharmaco-therapeutic significance].,"Gryglewski, R, R",NA,NA,NA
9619,0031-4005,Pediatrics,Pediatrics,Defective polymorphonuclear leukocyte chemotaxis and bactericidal capacity in a boy with recurrent pyogenic infections.,"Chusid, M J, MJ; Gallin, J I, JI; Dale, D C, DC; Fauci, A S, AS; Wolff, S M, SM",1976,Oct,NA
9620,0305-1048,Nucleic acids research,Nucleic Acids Res,Polynucleotides. XL. Synthesis and properties of poly 2'-azido-2'-deoxyadenylic acid.,"Ikehara, M, M; Fukui, T, T; Kakiuchi, N, N",1976,Aug,NA
9618,0031-4048,Pediatriia akusherstvo i ginekologiia,Pediatr Akus Ginekol,[Use of the beta-blockader trasicor in treating children with a disordered heart rate].,"Sidel'nikov, V M, VM; Kazak, S S, SS",NA,NA,NA
9621,0305-1048,Nucleic acids research,Nucleic Acids Res,Properties of DNA ligase from uninfected and virus-infected HeLa cells.,"Spadari, S, S",1976,Aug,NA
9622,0305-1048,Nucleic acids research,Nucleic Acids Res,Histones bind more tightly to bromodeoxyuridine-substituted DNA than to normal DNA.,"Lin, S, S; Lin, D, D; Riggs, A D, AD",1976,Sep,NA
9623,0305-1048,Nucleic acids research,Nucleic Acids Res,The reaction between thiols and 8-azidoadenosine derivatives.,"Cartwright, I L, IL; Hutchinson, D W, DW; Armstrong, V W, VW",1976,Sep,NA
9624,0305-1048,Nucleic acids research,Nucleic Acids Res,Novikoff hepatoma deoxyribonucleic acid polymerase. Sensitivity of the beta-polymerase to sulfhydryl blocking agents.,"Mosbaugh, D W, DW; Kunkel, T A, TA; Stalker, D M, DM; Tcheng, J E, JE; Meyer, R R, RR",1976,Sep,NA
9625,0032-5473,Postgraduate medical journal,Postgrad Med J,The role of surgery in coronary artery disease.,"Cleland, W P, WP",1976,Jul,NA
9626,0032-5473,Postgraduate medical journal,Postgrad Med J,"The relationship between beta-blockade, hyporeninaemic and hypotensive effect of two beta-blocking agents.","Amery, A, A; De Plaen, J F, JF; Fagard, R, R; Linjen, P, P; Reybrouck, T, T",1976,NA,NA
9627,0032-5473,Postgraduate medical journal,Postgrad Med J,Ahlquist and the development of beta-adrenoceptor antagonists.,"Black, J W, JW",1976,NA,NA
9628,0032-5473,Postgraduate medical journal,Postgrad Med J,The properties of beta-adrenoceptor antagonists.,"Shanks, R G, RG",1976,NA,NA
9629,0032-5473,Postgraduate medical journal,Postgrad Med J,Beta-blockade and mechanisms of disease.,"Fitzgerald, J D, JD",1976,NA,NA
9630,0032-5473,Postgraduate medical journal,Postgrad Med J,Mechanism of action of beta-blocking drugs in angina pectoris: a review.,"Robinson, B F, BF",1976,NA,NA
9631,0032-5473,Postgraduate medical journal,Postgrad Med J,Effect of propranolol on mortality in patients with angina.,"Lambert, D M, DM",1976,NA,NA
9632,0032-5473,Postgraduate medical journal,Postgrad Med J,Adverse reactions to beta-blocking drugs: a review.,"Petrie, J C, JC; Galloway, D B, DB; Jeffers, T A, TA; Webster, J, J",1976,NA,NA
9633,0032-5473,Postgraduate medical journal,Postgrad Med J,Discovery of the hypotensive effect of propranolol.,"Gillam, P M, PM; Prichard, B N, BN",1976,NA,NA
9634,0032-5473,Postgraduate medical journal,Postgrad Med J,The use of propranolol in hypertension: a review.,"Hansson, L, L",1976,NA,NA
9635,0032-5473,Postgraduate medical journal,Postgrad Med J,Indications for beta-adrenoceptor blocking drugs in hypertension.,"Lorimer, A R, AR; Jones, J V, JV; Clark, B, B; Dunn, F G, FG; Melville, D, D; Lawrie, T D, TD",1976,NA,NA
9636,0032-6518,The Practitioner,Practitioner,Flurazepam ('Dalmane') in the treatment of insomnia in patients with respiratory disorders.,"Pines, A, A; Rooney, J F, JF; Arenillas, L, L",1976,Aug,NA
9637,0079-5666,Problemes actuels d'endocrinologie et de nutrition,Probl Actuels Endocrinol Nutr,[Neurohumoral factors in the central control of olfactory dietary information].,"Pager, J, J",1975,NA,NA
9638,NA,Proceedings of the Finnish Dental Society. Suomen Hammaslaakariseuran toimituksia,Proc Finn Dent Soc,Changes of pH in local analgesics using different types of disposable injection needle.,"Oikarinen, V J, VJ; Perkki, K, K; Tuompo, H, H",1976,Aug,NA
9639,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,Implications of cross inhibitory interactions of potential mediators of hormone and neurotransmitter action.,"Van Cauter, E, E; Hardman, J G, JG; Dumont, J E, JE",1976,Sep,NA
9640,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,Supersaturation in sickle cell hemoglobin solutions.,"Hofrichter, J, J; Ross, P D, PD; Eaton, W A, WA",1976,Sep,NA
9641,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,Mechanism of uncoupling in mitochondria: uncouplers as ionophores for cycling cations and protons.,"Kessler, R J, RJ; Tyson, C A, CA; Green, D E, DE",1976,Sep,NA
9642,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,Suppression of lytic effect of beta lactams on Escherichia coli and other bacteria.,"Goodell, E W, EW; Lopez, R, R; Tomasz, A, A",1976,Sep,NA
9643,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,"Bandage-backfall reaction: occurs in infancy, hypothalamic damage, and catalepsy.","Teitelbaum, P, P; Wolgin, D L, DL; De Ryck, M, M; Marin, O S, OS",1976,Sep,NA
9644,0029-6651,The Proceedings of the Nutrition Society,Proc Nutr Soc,Intestinal digestion of tropical starches by the preruminant calf [proceedings].,"Assan, B E, BE; Thivend, P, P",1976,Sep,NA
9645,0029-6651,The Proceedings of the Nutrition Society,Proc Nutr Soc,Some effects of processing on the nutritive value of feedstuffs for growing pigs.,"Lawrence, T L, TL",1976,Sep,NA
9646,0361-7742,Progress in clinical and biological research,Prog Clin Biol Res,Physiological effects of the plasminolytic derivatives of fibrinogen.,"Triantaphyllopoulos, D C, DC",1976,NA,NA
9647,0031-6865,Pharmaceutica acta Helvetiae,Pharm Acta Helv,[Physico-chemical factors influencing gastrointestinal absorption after dissolution of the active principles].,"Crevoisier, C, C; Buri, P, P",1976,NA,NA
9648,0031-7098,"Pharmakopsychiatrie, Neuro-Psychopharmakologie",Pharmakopsychiatr Neuropsychopharmakol,Bromazepam versus diazepam in psychoneurotic inpatients.,"Cassano, G B, GB; Carrara, S, S; Castrogiovanni, P, P",1975,Jan,NA
9649,0031-7098,"Pharmakopsychiatrie, Neuro-Psychopharmakologie",Pharmakopsychiatr Neuropsychopharmakol,[Practice and further development of the AMP-system (a report about a symposion and a seminar) (author's transl)].,"Busch, H, H; Fähndrich, E, E; Freudenthal, K, K; Renfordt, E, E",1975,Jul,NA
9650,0031-8655,Photochemistry and photobiology,Photochem Photobiol,Light-induced leakage of spin label marker from liposomes in the presence of phototoxic phenothiazines.,"Copeland, E S, ES; Alving, C R, CR; Grenan, M M, MM",1976,Jul,NA
9651,0033-2739,"Psychiatrie, Neurologie, und medizinische Psychologie",Psychiatr Neurol Med Psychol (Leipz),"[Problems of prevention, registration and evaluation of post-vaccination neurogenic lesions in children from clinical and legal viewpoints. II. Problems in the evaluation of neurogenic post-vaccination lesions in childhood].","Vesper, J, J; Dietze, R A, RA; Schulzki, G, G",1976,Mar,NA
9652,0033-3158,Psychopharmacology,Psychopharmacology (Berl),Effects of humoral modulators and naloxone on morphine-induced changes in the spontaneous locomotor activity of the rat.,"Oka, T, T; Hosoya, E, E",1976,Jun,23
9653,0033-3158,Psychopharmacology,Psychopharmacology (Berl),Treatment of phenothiazine-induced dyskinesia.,"Goldman, D, D",1976,Jun,23
9654,0033-3158,Psychopharmacology,Psychopharmacology (Berl),"Narcotic blockade, length of addiction and persistence of etonitazene consumption in rats.","Meyer, R E, RE; Marcus, R, R; Carnathan, G, G; Cochin, J, J",1976,Jun,23
9655,0033-3158,Psychopharmacology,Psychopharmacology (Berl),"On the supersensitivity of dopamine receptors, induced by neuroleptics.","Christensen, A V, AV; Fjalland, B, B; Nielsen, I M, IM",1976,Jul,09
9656,0033-3158,Psychopharmacology,Psychopharmacology (Berl),The demonstration of a change in adrenergic receptor sensitivity in the central nervous system of mice after withdrawal from long-term treatment with haloperidol.,"Dunstan, R, R; Jackson, D M, DM",1976,Jul,09
9657,0033-3158,Psychopharmacology,Psychopharmacology (Berl),Changes in brain norepinephrine associated with sensitization to d-amphetamine.,"Short, P H, PH; Shuster, L, L",1976,Jul,09
9658,0033-3158,Psychopharmacology,Psychopharmacology (Berl),Effects of a novel anti-aggressive agent upon two types of brain stimulated emotional behavior.,"Katz, R J, RJ; Thomas, E, E",1976,Jul,09
9659,0033-3158,Psychopharmacology,Psychopharmacology (Berl),Effects of combined treatment with nortriptiline and lorazepam on conflict behavior and motility of rats.,"Babbini, M, M; Gaiardi, M, M; Bartoletti, M, M",1976,Aug,17
9660,0033-3158,Psychopharmacology,Psychopharmacology (Berl),"Mepiprazole, a new psychotropic drug: effects on uptake and retention of monoamines in rat brain synaptosomes.","Placheta, P, P; Singer, E, E; Kriwanek, W, W; Hertting, G, G",1976,Aug,17
9661,0048-5772,Psychophysiology,Psychophysiology,Longitudinal study of infant sleep: results of 14 subjects studied at monthly intervals.,"Emde, R N, RN; Walker, S, S",1976,Sep,NA
9662,0048-5764,Psychopharmacology bulletin,Psychopharmacol Bull,Growth hormone and prolactin response to methylphenidate.,"Janowsky, D S, DS; Parker, D, D; Leichner, P P, PP",1976,Oct,NA
9663,0048-5764,Psychopharmacology bulletin,Psychopharmacol Bull,Experimental analysis of narcotic use in humans.,"O'Brien, C P, CP; Greenstein, R, R; Testa, T, T; Woody, G, G",1976,Oct,NA
9665,0033-7587,Radiation research,Radiat Res,The long-term effect of single whole-body irradiation on graft-versus-host reactivity in mice in comparison with the effect of bone marrow reconstitution and of continuous irradiation.,"Hayakawa, J, J; Tsuchiya, T, T",1976,Oct,NA
9666,0033-8389,Radiologic clinics of North America,Radiol Clin North Am,"Aortitis: pathologic, clinical and arteriographic review.","Lande, A, A; Berkmen, Y M, YM",1976,Aug,NA
9664,0033-3182,Psychosomatics,Psychosomatics,"Psychopathology, psychopharmacology and the organic brain syndromes.","Ban, T A, TA",NA,NA,NA
9667,0039-9450,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",Tanpakushitsu Kakusan Koso,[Role of cyclic GMP in visnal process-activation of cyclic GMP phosphodiesterase by light and ATP (author's transl)].,"Miki, N, N",1976,Aug,01
9668,0039-9450,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",Tanpakushitsu Kakusan Koso,[Microsomal ethanol oxidizing system in the hepatocyte: its nature and significance for ethanol oxidation (author's transl)].,"Hasumura, Y, Y; Teschke, R, R; Lieber, C S, CS",1976,Aug,01
9669,0090-6980,Prostaglandins,Prostaglandins,Influence of pH on extraction of PGE2 and PGF2alpha from rabbit plasma.,"Valenzuela, G, G; Harper, M J, MJ",1976,Sep,NA
9670,0014-2565,Revista clinica espanola,Rev Clin Esp,[Necrotizing vasculitis. Etiology of periarteritis nodosa].,"Morell, F, F; Richart, C, C",1976,Aug,15
9671,0014-2565,Revista clinica espanola,Rev Clin Esp,[Periarteritis nodosa. Apropos of 12 cases].,"Morell, F, F; Richart, C, C; Morera, J, J; Muncunill, J, J; Guardia, J, J",1976,Aug,15
9672,0014-2565,Revista clinica espanola,Rev Clin Esp,[Panarteritis nodosa and Australia antigen].,"Pérez-Medel, A del P, Adel P; Rodríguez Vallejo, J L, JL; Pozuelo, A, A; Mateos Beato, F, F; Ricoy Campo, J R, JR; Schuller Perez, A, A",1976,Aug,15
9673,0034-6497,Review of Czechoslovak medicine,Rev Czech Med,Effect of beta-blocking agents in experimental atherosclerosis of cocks.,"Reinis, Z, Z; Lojda, Z, Z; Heyrovský, A, A; Horáková, D, D; Reisenauer, R, R",1976,NA,NA
9674,0080-0260,Reconstruction surgery and traumatology,Reconstr Surg Traumatol,Ruptures of ligaments in the ankle and foot.,"Rechfeld, H, H",1976,NA,NA
9675,0034-5164,Research communications in chemical pathology and pharmacology,Res Commun Chem Pathol Pharmacol,Time course of free and N4-acetylated sulfapyridine concentrations in the plasma and saliva of man after sulfasalazine (salicylazosulfapyridine) administration: preliminary findings.,"Bates, T R, TR; Blumenthal, H P, HP; Pieniaszek, H J, HJ",1976,Sep,NA
9676,0034-5164,Research communications in chemical pathology and pharmacology,Res Commun Chem Pathol Pharmacol,Model to study long-term effects of propoxyphene napsylate (darvon-N) on narcotic-dependent mice.,"Hostetler, R M, RM; Reinhard, J, J; Peterson, G R, GR",1976,Sep,NA
9677,0034-5288,Research in veterinary science,Res Vet Sci,In vitro studies on the antimicrobial effects of colostrum and milk from vaccinated and unvaccinated pigs on Escherichia coli.,"Nagy, L K, LK; Mackenzie, T, T; Bharucha, Z, Z",1976,Sep,NA
9678,0034-5687,Respiration physiology,Respir Physiol,"Aquatic life at high altitude: respiratory adaptations in the Lake Titicaca frog, Telmatobius culeus.","Hutchison, V H, VH; Haines, H B, HB; Engbretson, G, G",1976,Jul,NA
9679,0034-5687,Respiration physiology,Respir Physiol,The oxygen affinity of chicken haemoglobin in whole blood and erythrocyte suspensions.,"Wells, R M, RM",1976,Jul,NA
9681,0370-629X,Revue medicale de Liege,Rev Med Liege,"[Comparison between a new hypnotic Flunitrazepam (Ro 5-4200), and a barbiturate by double-blind method].","Delvaux, V, V; Taziaux, P, P; Devroye, Y, Y",1976,Aug,15
9680,0048-7848,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,Rev Med Chir Soc Med Nat Iasi,"[Dynamcis of immunocompetent cells in the contralateral lymph node in grafted cancer, under the influence of some factors stimulating and inhibiting the CNS in rats].","Gheorghiu, T, T; Bădescu, A, A",NA,NA,NA
9683,0300-3396,Rheumatology and rehabilitation,Rheumatol Rehabil,Clinical aspects: specificity and mode of action of immunosuppressives.,"Currey, H L, HL",1976,Aug,NA
9684,0300-3396,Rheumatology and rehabilitation,Rheumatol Rehabil,Is alclofenac specific?,"Aylward, M, M",1976,Aug,NA
9682,0376-4494,"Revista de igiena, bacteriologie, virusologie, parazitologie, epidemiologie, pneumoftiziologie. Bacteriologia, virusologia, parazitologia, epidemiologia",Rev Ig Bacteriol Virusol Parazitol Epidemiol Pneumoftiziol Bacteriol Virusol Parazitol Epidemiol,[The role of arthropods as vector agents in viral hepatitis].,"Nosec, I, I",NA,NA,NA
